x,y,z
290.207461524857,312.74536689712625,b
292.89680147243246,260.60450029653975,b
338.3289653874813,323.8348938900714,b
355.0254206227055,363.1118080096635,b
410.884876366491,327.1681832714221,b
465.57135341886453,254.6848313646981,b
426.7384805988481,324.5459087892863,b
532.8020388116772,312.7811382038641,b
515.9997949650019,249.49385444542162,b
543.0928556219568,317.2913929760469,b
556.9096853228896,204.35648534391953,b
565.4306817495083,211.63513318526628,b
570.8984483681033,198.8678124553743,b
637.9865376180593,207.90122592400365,b
600.9203242740994,221.10299798475398,b
590.8083075813057,249.1910531240517,b
628.9522825483365,215.5186328831977,b
603.5487130448602,219.2683557560032,b
648.1734301100952,238.7281301240925,b
638.13381235777,216.21891298682948,b
672.7894254578096,256.24706124155955,b
612.9625337693448,227.4063216347156,b
646.0916859572543,252.0886032922068,b
616.4382308879382,218.70838340302947,b
605.2662333357925,258.8626139693379,b
602.2767274187739,262.83054097411883,b
580.6679706590241,253.57782425746677,b
485.8243168844759,272.1932972695647,b
457.6704142323,263.5482705645366,b
410.81937883509516,263.90314506168784,b
356.8091853690076,276.03952475397864,b
340.4902449999537,260.8500579634963,b
333.73832324634776,274.61678800624645,b
363.1254586596273,300.80532717343226,b
352.1404241395334,283.2799545375499,b
385.0223898732688,281.710443536357,b
373.7752891767399,338.7436484339169,b
337.28094488163833,324.5994131731352,b
425.9717990201734,304.4664578183176,b
476.7842945812165,326.5332679918331,b
502.565258089908,299.4482581407503,b
522.701786103985,249.61783639463923,b
511.43372535321157,266.43442321931,b
547.1153590087221,300.0691229906049,b
531.9749389595734,245.13410664443094,b
489.046122689015,246.63028100931265,b
422.31908394438636,182.33496474919042,b
342.5809684045298,200.02520279893554,b
296.1340053904297,222.73325942732043,b
299.1243479225595,204.49550934586557,b
310.4061457707768,184.78517126190235,b
234.99888868875271,232.3003455413148,b
274.5650271715362,247.4392237994262,b
294.30608962215854,312.77311072518927,b
408.21800155622293,309.5453302078446,b
435.60774457429056,296.41749427458103,b
480.3844771358974,333.4632189226889,b
529.1901347225454,327.12674426394733,b
554.8622454156665,296.6781796677235,b
523.033192739107,327.41868541281735,b
586.749136751416,295.62333176456536,b
576.9044011850432,271.9007780524577,b
509.94573510609484,260.02664979012474,b
453.0547451205806,271.60085171588486,b
455.23505144627785,294.38279404519733,b
378.87936100475804,295.3253112704624,b
403.00224103663857,281.0682509802991,b
422.75974868515794,304.81305407570545,b
413.78237160245885,365.1675736974384,b
503.0614804314525,396.39214577132975,b
503.0092797574372,420.9056915084892,b
542.8742847143642,441.64757930488247,b
554.0005722617766,427.9795326358987,b
579.2473784335256,385.15674976909656,b
582.567523916031,449.69210194236206,b
571.8669889622938,404.8026770045747,b
581.2293915596532,379.2506367929002,b
586.8939644007729,373.52614191182505,b
514.2819833761534,342.8678013989394,b
534.654877301506,359.26544195787676,b
553.8622958877655,349.8879497411779,b
537.8540155071823,282.8432139870889,b
515.4925394759543,341.0358865150827,b
529.1107910441297,348.25926798193177,b
545.7626152250158,376.3692388600365,b
541.7984437140483,374.33232553497055,b
568.8449231299282,395.78120615037176,b
585.4912822004679,446.58462381965734,b
627.0375366159474,456.66672229204556,b
656.9056674876049,439.6227137964215,b
652.8189577076671,455.02088608399384,b
635.5340368239571,455.073928031209,b
672.896542257974,434.0888591237522,b
706.1864892027652,412.27397218501096,b
618.8758756133784,404.84945182929704,b
663.4380246395492,385.37039070324573,b
607.5578063255438,395.4274679121407,b
563.711362076644,320.7958621351997,b
590.0944442393643,367.70110851710075,b
529.2844569695823,369.3717972193556,b
564.7441556436513,413.860145268874,b
600.5093001170843,399.5676963755243,b
653.8905336442066,488.4101704134369,b
621.7108302921852,500.6055632027421,b
685.3029285424793,483.2608366609022,b
695.0084597369641,470.0235104481076,b
646.8580170405124,496.7183660751933,b
700.6046939938897,491.0290390509106,b
644.2119711325699,456.7690421317953,b
677.7557292586225,433.77414501687144,b
716.1256412790777,397.07342520253417,b
669.062285602808,374.5157391315623,b
622.8222089518573,366.30864704014357,b
578.514390277066,357.5452939161492,b
606.9740645125773,343.6911421341514,b
611.9726146021807,337.58505638771976,b
633.4192521130243,395.5586191513677,b
607.5871899113491,414.7837581048632,b
676.940188876307,376.55608902293017,b
661.1274701567972,460.05239827175086,b
698.7075145102173,436.21734892268574,b
711.5469357488862,485.48586542635496,b
681.6668672597252,439.1987883091395,b
676.9029638350539,498.0314688981945,b
741.3658135223216,462.0805741990872,b
685.6471420586656,394.4634435955201,b
652.7513135117892,413.122699847346,b
653.6697466994032,416.03874928236286,b
543.6702236813816,382.64832824381097,b
565.5500338488789,363.00192081634964,b
556.8649982944094,328.0790225390824,b
527.5258048966831,347.25979100382733,b
532.218663808439,328.7660334240485,b
526.534082425593,358.65142131867725,b
535.1873556328618,317.1296065886637,b
564.9155417500118,378.31373424834106,b
595.7184417889406,428.0724989175349,b
619.3587916986638,402.03357467795433,b
653.2984315420664,457.029243746543,b
648.0697880693535,470.1344938489534,b
663.6571473300913,440.9029909911912,b
662.4186892525844,448.9081348155735,b
666.1807144819805,420.5436039086646,b
623.220145217547,484.66982303279656,b
557.8613874909712,405.27793945154025,b
561.9149857159351,342.7732194494298,b
509.84640313460227,273.74228230943754,b
425.23134450766497,278.23186752573395,b
409.081505037556,288.1684764836862,b
414.3683447365676,273.30279329824145,b
388.34023089298734,183.21549919419607,b
409.0851239453153,236.98272023299046,b
401.1862852728968,189.41229503063568,b
421.5963531599826,211.32528536737902,b
401.34785355472104,250.12220391636308,b
408.4043544205234,278.2139931304541,b
481.9171137062181,224.36792224343571,b
491.76943047219623,305.97951261317587,b
484.00770886023827,276.854870314559,b
592.6024411374806,325.9682117501694,b
582.1867967229616,318.5551773757677,b
566.3808973472386,337.3848159552391,b
552.8011496958565,288.4535778859125,b
512.0530327686621,331.0111487286554,b
533.0276820966759,307.9039063989783,b
506.0587662347604,337.3013768264574,b
417.5936865805592,240.1957399370578,b
356.4245926535162,303.5526518322956,b
377.2402188171458,304.499140390413,b
405.2312072953217,282.5354450678559,b
372.8871196173191,262.23870399517455,b
339.3970897297206,236.59569312335657,b
334.6948500251183,313.6751679972707,b
383.59088275211417,212.3427377084679,b
358.3089421249171,310.17293804845843,b
471.8246496986578,322.2804792437247,b
481.073345906929,347.5614529458072,b
517.3075625940472,343.6309870173476,b
532.9679489449021,316.2799323117649,b
586.5144878935664,340.7357806521744,b
559.9215392710332,374.9078762043828,b
593.9050367851773,388.51663508337106,b
564.1494592896344,378.2972483511857,b
534.3392391649948,299.58861620767584,b
544.5732389005474,307.4525493402963,b
468.1975607327491,346.57834986443,b
495.1771464712639,297.92658482139603,b
441.50709473151875,348.29185083349563,b
437.782936338491,301.82403394043905,b
448.44820651320225,338.54224357485214,b
462.54483618038086,373.91328149403876,b
416.6698703985012,341.2052939830715,b
466.02185215224995,325.02909664798653,b
478.97698457997296,319.55793549371936,b
449.81002306273604,385.9456576570203,b
580.6732778182948,380.07761378787086,b
505.2022844672483,357.91418318620106,b
568.8414877665405,369.86146935277714,b
623.656995243018,356.4889573789295,b
588.9695770600987,375.7911424236498,b
580.0060222200539,383.8013859277522,b
